Item Code,Description,Item Group
A11630,SUNSILK HIJAB SH SEGAR&ANTI RAMBUT GUGUR 320ML,OTC
A13024,DISCONTINUE,OTC
A13025,DISCONTINUE,OTC
A13026,DISCONTINUE,OTC
A13027,DISCONTINUE,OTC
A13028,DISCONTINUE,OTC
A13030,VICKS INHALER WITH KEYCHAIN 0.5ML,OTC
A13031,DISCONTINUE,OTC
B10448,*SINGULAIR 10MG 7'S,POISON
A13032,VASELINE PETROLEUM JELLY ORIGINAL 250ML,OTC
A13033,DISCONTINUE,OTC
A13034,DIABETASOL VANILLA 360G,OTC
A13035,DIABETASOL CAPPUCINO 360G,OTC
A13036,DIABETASOL CHOCOLATE 360G,OTC
A13048,~DWANGI BODY PERFUME 15ML,OTC
A12972,EXTRA COMFORT W.O.W BANDAGE 10CM*7M,WOUND & SURGICAL
B10443,ZERTIN SYRUP 120ML,POISON
B10444,SEDNO SYRUP 60ML,POISON
A12982,DISCONTINUE,OTC
A12985,DISCONTINUE,OTC
A12986,DISCONTINUE,OTC
A12990,DURO HERB CHESTY COUGH LIQUID 100ML,OTC
A12996,DISCONTINUE,MEDICAL DEVICE & SUPPLY
A12997,L' ESPACE AEROCHAMBER PEDIATRIC (VALVED HOLDING CHAMBER),MEDICAL DEVICE & SUPPLY
A12998,DISCONTINUE,OTC
A12999,DISCONTINUE,OTC
B10445,PHOLCODYL FORTE SYRUP 90ML,POISON
B10433,ELLA 30MG BOX 1'S,POISON
B10424,ALCON VIGAMOX EYE DROPS 5ML,POISON
A12859,FLASHLIGHT EARPICK,OTC
A12860,DISCONTINUE,MEDICAL DEVICE & SUPPLY
A12861,DISCONTINUE,MEDICAL DEVICE & SUPPLY
A12862,DISCONTINUE,OTC
A12863,~AL-LECCA SACHA INCHI OIL 33 SACHETS,CONSIGNMENT
A12864,~AL-LECCA SACHA INCHI OIL BOTTLE 250ML,CONSIGNMENT
A12850,MH PUMPKIN RAMEN 320G,OTC
A12851,MH SEAWEED MISO INSTANT NOODLE 380G,OTC
A12852,MH ORG PEARLED BARLEY 500G,OTC
A12853,MH RED BARLEY POWDER SUGAR FREE 300GM,OTC
A12854,MH NUTRIENT CRUNCH 100GM,OTC
A12855,DISCONTINUE,OTC
A12856,DISCONTINUE,OTC
B10431,DISCONTINUE,POISON
A12857,RAMADHAN PLANNER,OTC
A12858,DISCONTINUE,OTC
A12835,~OLIVE CASTILLE LIQUID SOAP 500ML (ORGANIC),CONSIGNMENT DR HANISAH
A12836,DISCOUNTINUE,REHAB & SUPPORT
A12841,MED TEXTILE ARM SLING (M),OTC
A12842,MED TEXTILE ARM SLING (L),REHAB & SUPPORT
B10429,*GLUCOPHAGE 850MG STRIP 20'S,POISON
A12833,DISCONTINUED,OTC
A12843,BAUSCH&LOMB BIOTRUE MULTIPURPOSE SOLUTION 60ML,OTC
A12846,DISCONTINUED,OTC
A12869,FIRST AID PORTABLE BAG,REHAB & SUPPORT
A12870,CERTAINTY ANTIBACTERIAL WIPES 40'S,OTC
A12871,MEDITOTS 2IN1 MOZZIE-BLOCK 60ML,OTC
A12872,DISCONTINUE,OTC
B10436,NOVOMIX FLEXPEN 100IU/ML 5*3ML,POISON
A12882,DISCONTINUE,OTC
A12883,DISCONTINUE,OTC
A12867,DISCONTINUE,OTC
B10435,DISCONTINUE,POISON
A12878,3/4 SILICONE ORTHOTIC INSOLES (M),REHAB & SUPPORT
A12893,ACCUSURE BODY FAT SCALE,MEDICAL DEVICE & SUPPLY
A12895,EVIN MATERITY BELT,BABY & MOM
A12896,EVIN SONIC TOOTHBRUSH,PERSONAL CARE
A12898,DISCONTINUE,OTC
A12899,DISCONTINUE,OTC
A12900,DISCOUNTINUE,OTC
A12901,DISCONTINUE,OTC
A12779,DISCONTINUE,OTC
A12780,DISCONTINUE,OTC
A12782,DISCONTINUED,OTC
A12743,FACE SHIELD KIDS,MEDICAL DEVICE & SUPPLY
A12745,SURGIPLUS PPE SUIT COVERALL (L) 1'S,OTC
A12746,SURGIPLUS PPE SUIT COVERALL (XL) 1'S,OTC
A12784,DISCONTINUE,OTC
A12785,DISCONTINUE,OTC
A12786,DISCONTINUE,OTC
A12787,HP ORG INSTANT BABY OATS 500GM,OTC
A12788,HP BUCKWHEAT FLAKE WITH MIXED FRUIT 300GM,OTC
A12789,HP PARADISE MIXED DRIED FRUITS 200GM,OTC
A12790,HP ORG KIDS PASTA SAFARI 300GM,OTC
A12791,HP IODIZED HIMALAYA SALT 500GM,OTC
A12793,HP NUTTY PROTEIN MIX 90GM,OTC
A12794,DISCONTINUE,OTC
A12795,DISCONTINUE,OTC
A12796,VIDA VIT C 1000MG LEMON325ML,OTC
A12797,VIDA VIT C 1000MG KIWI 325ML,OTC
A12800,COLGATE TB ZIG ZAG MEDIUM 1'S,PERSONAL CARE
A12799,DARLIE CHARCOAL CLEAN TOOTHBRUSH SOFT,OTC
A12798,DARLIE WAVY FRESH TOOTHBRUSH SOFT,OTC
A12801,MILNA TODDLER BISCUIT CHOC 110G,OTC
A12802,DISCONTINUE,OTC
A12803,*VG-GUARD 500MG STRIP 10'S,OTC
A12807,DISCONTINUE,OTC
A12808,EJEN ALI FABRIC MASK KID (ALICIA),MEDICAL DEVICE & SUPPLY
A12811,DISCONTINUED,OTC
A12812,PROSPAN F COUGH SYRUP 100ML,OTC
A12814,~6 IN 1 EAR PICK SET,CONSIGNMENT
A12816,UPHAVIT SYRUP 120ML,OTC
A12821,YHMED BUBBLE MATTRESS WITH ADJUSTABLE PUMP,MEDICAL DEVICE & SUPPLY
A12822,ANDON PULSE OXIMETER PO6,OTC
A12823,DISCONTINUE,OTC
A12825,DISCONTINUE,OTC
A12826,PORTABLE NANO ATOMIZER,OTC
A12827,*YUKA ZAN KF94 4PLY (MOCHA/STONE GREY) 10'S,OTC
A12828,*YUKA ZAN KF94 4PLY (BLACK/NAVY BLUE) 10'S,OTC
B10405,ENZDASE 5MG STRIP 10'S,POISON
B10406,*EXFORGE 5/80MG STRIP 14'S,POISON
B10408,CIALIS 5MG BOX 28'S,POISON
B10409,CIALIS 20MG BOX 8'S,POISON
B10410,ANDROGEL 50MG GEL 30'S,POISON
B10416,DUOPHARMA ACIPAN INJ 1MG/ML AMP 10'S,POISON
B10417,DUOPHARMA ANALPAN INJ 75MG/3ML AMP 10'S,POISON
B10418,DUOPHARMA LAKAN INJ 2%/10ML VIAL 25'S,POISON
B10419,DUOPHARMA MALON INJ 10MG/2ML AMP 10'S,POISON
B10420,DUOPHARMA PIRIMAT 10MG INJ 1ML/AMP 10'S,POISON
B10421,DUOPHARMA TACARLINE INJ 1MG/ML AMP 10x1ML,POISON
B10422,DUOPHARMA UNOCEF INJ 500MG/10ML VIAL 25'S,POISON
B10423,SM ZYCORT POWER FOR INJ 100MG 2ML 25'S,POISON
B10425,PHARMANIAGA XYLID 250MG STRIP 10'S,POISON
A12829,DISCONTINUE,OTC
A12830,BBRAUN NACL 0.9%+G-5 IV INFUSION BP 500ML,OTC
B10412,TENOF-EM 200MG/300MG 30'S,POISON
B10413,EMLA CREAM 5G,POISON
B10414,ARIMIDEX 1MG BOX 28'S,POISON
A12832,~RAPUNZEL HAIR OIL 30ML,CONSIGNMENT DR HANISAH
A13871,TRUPAL ADULT WET WIPES 20X30 40'S,OTC
B10608,VIVERE CREAM 5% 5GM,POISON
B10609,DERIVA 0.1% AQ GEL 15GM,POISON
A13877,DISCONTINUE,OTC
A13880,SALONPAS SPRAY 80ML,OTC
A13879,CAP LANG MUSCULAR BALM 20G,OTC
A13881,BYE BYE FEVER SUPER COOL 2'S,OTC
B10612,CONCOR 5MG 10'S,POISON
B10613,RECADIN 100MG 10'S,POISON
A13899,BETADINE ANTISEPTIC LIQUID 30ML,WOUND & SURGICAL
A13900,~SKIN BALM 30ML,CONSIGNMENT DR HANISAH
A13901,HIMALAYA PROTECTING NEEM & TURMERIC BODY WASH 400ML,PERSONAL CARE
A13886,BERGAMOT NITRILE GLOVES (M) PINK 100'S X2238PK,REHAB & SUPPORT
A13894,DISCONTINUE,OTC
A13895,FISHERMAN 'S FRIEND ORIGINAL 25G ( BLUE ),FOOD & BEVERAGES
B10610,APO-RISPERIDONE 2MG 100'S,POISON
000013,DISCONTINUE,OTC
A13883,DISCONTINUED,OTC
A13884,4PLY CORDIAL BEARS MEDICAL MASK EARLOOP 5'S,MEDICAL DEVICE & SUPPLY
A13889,DISCONTINUE,OTC
A13890,ORAL KALIMATE 5G POWDER 1'S,OTC
B10602,HOVID CELECOXIB 200MG 10'S,POISON
B10603,FEXOFENADINE 180MG,POISON
A13845,CITREX MULTI-VITAMIN GUMMIES,OTC
B10604,SERETIDE EVOHALER 25/50MCG,POISON
A13846,JF SULFUR 10% 100G,OTC
A13847,DISCONTINUED,OTC
A13848,GARNIER MICELLAR CLEANSING WATER SENSITIVE 50ML,OTC
A13837,LP SHOULDER SUPPORT SIZE M,REHAB & SUPPORT
A13838,FULLICON MINI MASSAGE BALL (DURIAN TYPE),REHAB & SUPPORT
B10600,BENATUSSIL EXPECTORANT 120ML,POISON
A13839,UCORT CREAM,OTC
B10601,BENATUSSIL EXPECTORANT 60ML,POISON
A13841,TIGERUS PEI PA KOA 300ML,OTC
A13853,DISCONTINUE,OTC
A13855,~NMNNAD+ EXTEND 3G 30'S,CONSIGNMENT
A13856,~BER-COR-DIA 30'S,CONSIGNMENT
A13866,SENSODYNE REPAIR & PROTECT 100G DEEP REPAIR TWIN,OTC
A13867,DISCONTINUE,OTC
A13868,SUZUSHII'S FEVER COOLING PATCH KIDS,OTC
A13869,MEDETOP VIRGIN COCONUT OIL 250ML,OTC
A13850,ONE TOUCH DELICA LANCET 100'S,MEDICAL DEVICE & SUPPLY
A13851,DISCONTINUED,OTC
A13852,DISCONTINUED,OTC
B10606,COLODIUM 2MG 10'S,POISON
B10596,ALCON TRAVATAN EYE DROP 2.5ML,POISON
A13824,DISCONTINUE,OTC
B10597,DYNAPHAN SYRUP 100ML,OTC
B10598,PEACE SYRUP 60ML,POISON
B10599,AZOREN 40/5MG 30'S,POISON
A13830,"STEEL TRANSPORT WHEELCHAIR 16"" /41CM",REHAB & SUPPORT
A13809,ARFEN SUPPOSITORY 125MG 1'S,OTC
B10595,PROCTOSEDYL SUPP 15G 1'S (FRIDGE),POISON
A13810,BIOGAIA CHEWABLE 10'S,OTC
A13807,HANSAPLAST WOUND HEALING OINT 50GM,WOUND & SURGICAL
A13812,~DEODORANT 15ML,CONSIGNMENT DR HANISAH
A13813,LIFEFLO MAGNESIUM LOTION 14GM,OTC
A13815,INSTA-C TRIAL SET,OTC
A13816,INSTA CLEAR TRIAL SET,OTC
A13817,INSTA-C SUNSCREEN,OTC
A13803,SNAKE BRAND SPORT OIL 60ML,OTC
A13804,NESTLE HONEY STAR BAR 22G,OTC
PI0012,BASIC HEALTH SCREENING OPEN DAY 4.0,SERVICE
A13795,DISCONTINUED,OTC
A13798,ONE TOUCH SELECT PLUS MTR+ STRIPS 25'S 024118,MEDICAL DEVICE & SUPPLY
A13799,OMRON HEM-7142T1 BT BLOOD PRESSURE MONITOR,MEDICAL DEVICE & SUPPLY
A13785,BARIKEL + 75G APPLE 300ML,BABY & MOM
A13786,BARIKEL + 75G HONEY DEW 300ML,BABY & MOM
A13787,ERIO LITTLE TEENY FRUITS FREEZE BANANAS 30G 4S,BABY & MOM
A13788,DISCONTINUE,OTC
A13778,HURIX'S SUGAR FREE GRAPE LICORICE 20G,FOOD & BEVERAGES
A13779,DISCONTINUE,OTC
A13780,DISCONTINUE,OTC
A13776,HURIX'S 1000 FEVER & PAINRELIEF TAB 10'S,OTC
B10592,CONDEP INJ VIAL 1'S,POISON
A13782,HUDSON'S JUJUBES HONEY LEMON (TIN) 50G,FOOD & BEVERAGES
A13783,POISE LINERS 19CM 12'S,PERSONAL CARE
A14039,~ MADU NAQIA 350G,CONSIGNMENT
A14040,~ AIR MUSOFFA 500ML,CONSIGNMENT
A14035,ACE CORDYCEP 10'S,OTC
A14036,DISCONTINUE,OTC
A14029,DISCONTINUE,SUPPLEMENT
A14031,TYT MANDIAN HERBA BERSALIN 2'S 40G,BABY & MOM
A14032,DISCONTINUE,OTC
A14030,TYT MANDIAN HERBA BERSALIN + HALIA 2'S 45G,BABY & MOM
A14008,KALBE DIABETASOL SWEETENER 1'S,OTC
A14009,DISCONTINUED,OTC
A14010,DISCONTINUED,OTC
A14016,~ AUTOMATIC PREMIUM UMBRELLA,CONSIGNMENT
A14017,GULSAN POMEGRANATE 250ML,OTC
A14022,ERIO LITTLE TEENY FRUITS FREEZE DRAGON FRUITS 30G 4S,BABY & MOM
A13995,TERUMO BLOOD GLUCOSE TIP,MEDICAL DEVICE & SUPPLY
A13998,DISCONTINUE,BABY & MOM
A13999,DISCONTINUE,BABY & MOM
A14000,SUSU KAMBING LAZZCAFE,BABY & MOM
A14001,SAMANO JUS MENGKUDU 300ML,OTC
A14002,JUS MENGKUDU BERMADU JITU 300ML,OTC
A13992,DISCONTINUE,OTC
A13993,DISCONTINUE,OTC
A13975,DISCONTINUED,OTC
B10622,TRAJENTA DUO 2.5MG/1000MG 10'S,POISON
A13990,DISCONTINUE,OTC
A13968,KARIHOME GOAT MILK S3 900G,BABY & MOM
A13976,~CLOVE AROMA THERAPY,CONSIGNMENT DR HANISAH
A13977,RUSH BABY COOKIES DATES/APRICORT & KISMIS 115G,BABY & MOM
000016,DISCONTINUE,CONSIGNMENT
A13978,RUSH BABY COOKIES MANGO 115G,BABY & MOM
A13979,RUSH BABY COOKIES CHOC & BANANA 115G,BABY & MOM
A13980,RUSH BABY RICE PUFF APPLE BANANA 30G,BABY & MOM
A13981,RUSH BABY RICE PUFF BLUEBERRY BEETROOT 30G,BABY & MOM
A13982,RUSH BABY RICE PUFF SPINACH GREEN PEAS 30G,BABY & MOM
A13983,RUSH BABY SEASONING POWDER COMBO,BABY & MOM
A13984,RUSH BABY DRIED FRUIT ASSORTED FLAVOUR 20G,BABY & MOM
A13985,RUSH BABY DRIED FRUIT STRAWBERRY 20G,BABY & MOM
A13986,DISCONTINUE,BABY & MOM
A13987,RUSH KIDS SOY SAUCE,OTC
A13988,HEINZ TEETHING RUSKS 100G,OTC
A13989,HEINZ POUCHES 120G,BABY & MOM
A13937,~YUM EARTH ORGANIC POPS STRAWBERRY & GRAPE 87G,CONSIGNMENT DR HANISAH
A13938,VASELINE LIP THERAPY COCOA BUTTER 4.8G,OTC
A13942,DISCONTINUE,OTC
A13943,DISCONTINUE,OTC
A13944,TLS 4-MEN CAPSULE 420MG 10'S,SUPPLEMENT TLS
A13946,SPLAT ORALCARE FOAM MINT 50ML,OTC
A13947,SPLAT ORALCARE FOAM RASBERRY 50ML,OTC
A13930,~MINYAK BIDARA ASLI 10ML,CONSIGNMENT DR HANISAH
B10616,COPAN INJECTION 20MG/ML 10'S 1ML,POISON
B10617,SHINCORT INJ 40MG/ML 100'S 1ML,POISON
A13933,DISCONTINUE,OTC
B10618,INJECSOL K10 POTASSIUM CHLORIDE 10%W/V INJ 10ML 20'S,POISON
B10619,DISCONTINUE,POISON
B10620,PHARMA CO-AMOXICLAVV 228MG/5ML SUSP 70ML,POISON
A13939,ARCALION 200 30S,OTC
A13950,~ITCH RELIEF ROLL 10 ML,CONSIGNMENT DR HANISAH
A13923,THERMAL COOLER BAG (MEDIUM),OTC
000015,DISCONTINUE,OTC
A13925,COLGATE TOTAL PRO BREATH HEALTH 150G,PERSONAL CARE
A13926,COLGATE SENSITIVE PRO-RELIEF WHITENING 110G,PERSONAL CARE
A13917,DISCONTINUE,PERSONAL CARE
A13918,DISCONTINUE,OTC
A13919,DISCONTINUE,OTC
000014,DISCONTINUE,OTC
B10614,PROGYLUTON 21'S,POISON
A13907,INNOMED M2 BLOOD PRESSURE MONITOR,MEDICAL DEVICE & SUPPLY
A13908,SACCRANTA SACCHAROMYCES SACHET 250MG  1S,OTC
A13909,~FOAM BOTTLE 500ML,CONSIGNMENT DR HANISAH
A13896,~ONLINE WORKSHOP,CONSIGNMENT DR HANISAH
A13897,CALMZ TABLET 550MG 10S,OTC
A13898,SIMPLE FACIAL CLEANSING WIPES 7'S,OTC
A13903,FISHERMAN'S FRIEND SPEARMINT 25G ( BLUE ),FOOD & BEVERAGES
A13904,FISHERMAN'S FRIEND CHERRY 25G (RED),FOOD & BEVERAGES
A13913,DISCONTINUE,REHAB & SUPPORT
A13914,NUBIO C+D3+ZINC 30'S,OTC
A14082,SKIN ALLERGY TEST,OTC
B10632,BERODUAL SOLUTION 20ML,POISON
A14084,"NATUFOODIES FREEZE DRIED FRUITEE BITES ( APPLE,BANANA,STRAWBERRY) 15G",FOOD & BEVERAGES
B10633,LUVOX 100MG 10'S,POISON
A14085,D'MEDY SACHA INCHI OIL PLUS 60'S,OTC
A14086,DISCONTINUED,OTC
A14059,~BEBIMORA DIAPANTS (L),BABY & MOM
A14064,~BEBIMORA TELON OIL 30ML,BABY & MOM
A14088,~PHR RR4BELLCO,OTC
A14091,SAHARA NATURAL DATE VINEGAR 400ML,OTC
A14094,~DISHWASHING SOAP 300GM,CONSIGNMENT DR HANISAH
A14095,FRANCH NEEM SOAP 100G 1'S,PERSONAL CARE
A14097,~TASNEEM BUBBLY BABY BATH JAUNYS 200ML,BABY & MOM
A14098,~TASNEEM BUBBLY BABY BATH COVE FRESH / CF-BATH 200ML,BABY & MOM
A14103,VAJOMBA PASTILLE BERRY SAKURA 25G,FOOD & BEVERAGES
A14050,(IN HOUSE) LIPIDOCARE ANALYZER (2 YEARS WARRANTY),MEDICAL DEVICE & SUPPLY
B10625,AXCEL MICONAZOLE 15G,POISON
B10626,AXCEL MOMETASONE OINTMENT 0.1% 15G,POISON
B10627,AXCEL MOMETASONE CREAM 0.1% 15G,POISON
B10628,AXCEL HYDROCORTISONE CREAM 1% 15G,POISON
A14045,CITREX VIT C + ELDERBERRY MIXED BERRIES FLAVOUR 1'S,OTC
[79656631050],DISCONTINUE,OTC
A14048,COUNTRY FARM ORGANIC APPLE CIDER VINEGER 500ML,FOOD & BEVERAGES
A14049,LOHAS ORGANIC APPLE CIDER VINEGER 946ML,FOOD & BEVERAGES
A14069,RUSH BABY CEREAL OATMEAL 150G,BABY & MOM
A14070,RUSH BABY COOKIES AVOCADO & CHEESE 110G,BABY & MOM
A14071,MIN KAFFE,OTC
A14077,LIGHTWEIGHT WHEELCHAIR WITH FLIP ARMREST,REHAB & SUPPORT
A14078,DISCONTINUE,REHAB & SUPPORT
A14076,WALKING FRAME WITH WHEEL MPL-WK-9149L,REHAB & SUPPORT
A14067,DELUXE / BARIATRIC HEAVY DUTY WHEELCHAIR 24',REHAB & SUPPORT
A14080,EVIN WEEKLY PLANNER 21 COMPARTMENT,REHAB & SUPPORT
A14074,ELEFBEBE WIDE FEEDING BOTTLE NB (NATURAL) FB-N02,BABY & MOM
A14058,~BEBIMORA DIAPANTS (M),BABY & MOM
A14180,SMITH&NEPHEW OPSITE SPRAY 100ML,WOUND & SURGICAL
A14175,~ECZEMA SALVE SMALL 15 ML,CONSIGNMENT DR HANISAH
A14176,~TAMANU MOISTURISER 50 GM,CONSIGNMENT DR HANISAH
A14177,HIMALAYA GARLIC WELLNESS 60 'S,OTC
A14165,~ANTIDOTE COLD COFFEE BOTTLE,CONSIGNMENT DR HANISAH
A14166,~ DIY SOAP,CONSIGNMENT DR HANISAH
A14169,CEA MARKER TEST,SERVICE
A14170,MIGHTY BERRY,CONSIGNMENT
A14171,BIO-D INSECT PROTECTION TRAVEL PACK,OTC
A14172,RHEUMATOID FACTOR TEST,OTC
A14125,DISCONTINUE,CONSIGNMENT
B10636,ARICEPT EVESS  10MG  TAB 14S,CONSIGNMENT
A14129,DISCONTINUE,OTC
A14148,FLEET ENEMA 133ML,OTC
A14146,DISCONTINUE,CONSIGNMENT
A14143,DISCONTINUE,OTC
A14133,DISCONTINUE,CONSIGNMENT
A14139,DISCONTINUE,OTC
A14140,DISCONTINUE,OTC
A14141,DISCONTINUE,OTC
A14122,DISCONTINUE,OTC
A14111,DISCONTINUE,CONSIGNMENT
A14108,APPLE MONKEY MASHED (STRAWBERRY & SWEET POTATO) 100G,BABY & MOM
A14109,DICONTINUE,OTC
A14119,DISCONTINUE,OTC
B10658,PROZAC TABLET 20MG 14'S,POISON
B10659,RITALIN TABLET 10MG 30'S,POISON
B10660,BRINTELIX TABLET 10MG 28'S,POISON
B10661,ALLERGAN PRED FORTE 1% EYE DROP 5ML,POISON
A14310,PROGUTT 10'S,OTC
A14311,PROMED PVC SMALL FIRST AID KIT (PM-03-PS),REHAB & SUPPORT
B10662,HYOSUN SYRUP 60ML,POISON
A14312,LICE COMB ,CONSIGNMENT
A14313,VITPRO NEUROVI 10S,OTC
A14299,~QV BATH OIL 250ML,CONSIGNMENT DR HANISAH
A14301,~DOTERRA VEGGIE EMPTY CAPSULE 10S,CONSIGNMENT DR HANISAH
A14302,PG BODY & FOOT MASSAGE LOTION 1000ML,OTC
A14296,RUBBER MACKINTOSH SHEETING 1METRE,OTC
B10657,SUNIZINE TAB 10MG 10'S ,OTC
A14303,VIGILENZ CATGUT PLAIN USP 3/0 12'S,OTC
A14282,RICE PUFF DURIAN & CORN 50G,BABY & MOM
A14285,COLGATE TRAVEL KIT,PERSONAL CARE
A14287,DISCONTINUE,OTC
A14288,LIPOSOMAL VITAMIN C 50GM PINEAPPLE,OTC
A14293,TOOTHIE-POP WITH  XYLITOL,CONSIGNMENT
A14294,~MY NATURAL FACE WASH 60ML,CONSIGNMENT DR HANISAH
A14290,KHALIFAH DEBU TAYAMMUM,OTC
A14297,3M CAVILON DURABLE BARRIERI CREAM 92G,WOUND & SURGICAL
A14298,3M CAVILON DURABLE BARRIERI CREAM 28G,WOUND & SURGICAL
B10646,TELSWIFT 40MG 7'S,POISON
B10647,CLAMOVID 625MG 5S,POISON
A14257,DISCONTINUED,CONSIGNMENT
A14258,~ORGANIC CHIA SEEDS 50G,CONSIGNMENT DR HANISAH
B10648,DIOVAN 80MG 14S,POISON
B10649,DIOVAN 160MG 14S,POISON
A14268,HS HAIR & SCALP SOLUTION 50ML,CONSIGNMENT
B10650,APO ATORVASTATIN 40MG 10S,POISON
A14271,DISCONTINUED,CONSIGNMENT
A14272,13986 ALTERNA FREE 2PC OPAQUE 60MM 15S,REHAB & SUPPORT
A14275,~WELLNESS NMN 500MG PLUS 1S,CONSIGNMENT
A14276,~SKIN BALM 15ML,CONSIGNMENT DR HANISAH
B10653,ORION HYDROCORTISONE 10MG TAB 100'S,POISON
A14279,~HACKS CANDY 1S,CONSIGNMENT DR HANISAH
A14278,DISCONTINUED,SUPPLEMENT
A14280,COTTON BUD 160'S,OTC
A14202,TISSEEL 4ML,OTC
A14199,~AZOMIS SKINCARE RAPID ACTION ACNE GEL 10ML,OTC
A14208,DISCONTINUE,CONSIGNMENT
A14211,DHERBS GEL MANDIAN 7 BUNGA 500ML,PERSONAL CARE
A14179,HIMALAYA SKIN WELLNESS 60'S,OTC
A14184,~NISSA'' MENSTWELL 60'S,OTC
A14185,BED MATTRESS PVC/FABRIC,CONSIGNMENT
A14186,SACCRANTA SACCHAROMYCES CAPSULE 250MG 1S,OTC
A14192,SYN-E FRUIT BEVERAGE 200ML,FOOD & BEVERAGES
A14193,ORALITE ORANGE ORS 1'S,OTC
A14194,ORAL-B TOOTHBRUSH EASY CLEAN (SOFT),OTC
A14195,PHYBER UP 20G 1'S,OTC
A14188,LP 653 SUPPORT LONG FINGER BANG ELASTIC ,CONSIGNMENT
B10639,ZANIDIP 10MG 14'S,POISON
A14189,RINSCAP CIPA CHLORHEXIDINE 2% + IPA 70% 50ML,WOUND & SURGICAL
B10640,DISCOUNTINUE,POISON
A14190,~TAMANU MOISTURISER 15 GM,CONSIGNMENT DR HANISAH
B10641,CONTROLOC TABLET 20MG 14'S,POISON
B10642,BACTOPIC 5GM,POISON
B10643,DYSOLVON TABLET DYNAPHARM,POISON
A14217,MARIGOLD YOGURT STRAWBERRY 200G,FOOD & BEVERAGES
A14218,MARIGOLD YOGURT MIXED BERRY 200G,FOOD & BEVERAGES
A14219,SURYA RTD APPLE CIDER VINEGER 150ML,FOOD & BEVERAGES
A14220,SURYA RTD POMEGRANATE CIDER VINEGER 150ML,FOOD & BEVERAGES
A14221,SURYA RTD GUAVA CIDER VINEGER 150ML,FOOD & BEVERAGES
A14222,MEDERMA ADVANCED SCAR GEL 10G,OTC
A14223,GK BIO LIGNO PLUS 1'S,OTC
A14224,RAED MANDIAN CACING,OTC
A14225,DHERBS BIDARA SHOWER GEL 500ML,PERSONAL CARE
A14226,~ AL-ARD FIRST HARVEST LIMITED EDITION PREMIUM ORGANIC EXTRA VIRGIN OLIVE OIL 250ML,CONSIGNMENT DR HANISAH
A14227,~AL-ARD  PREMIUM ORGANIC EXTRA VIRGIN OLIVE OIL 250ML,CONSIGNMENT DR HANISAH
A14228,~ AL-ARD ORGANIC EXTRA VIRGIN OLIVE OIL 500ML,CONSIGNMENT DR HANISAH
A14229,~ AL-ARD PALESTINIAN SUMAC 120G,CONSIGNMENT DR HANISAH
A14212,VITAGEN 125ML ASSORTED,FOOD & BEVERAGES
A14213,PEEL FRESH ORANGE 300ML,FOOD & BEVERAGES
A14214,PEEL FRESH MIXED APPLE ALOE VERA 300ML,FOOD & BEVERAGES
A14215,PEEL FRESH TROPICAL MANGO 300ML,FOOD & BEVERAGES
A14232,BABY FUSILLI 300G,BABY & MOM
A14233,DISCONTINUE,BABY & MOM
A14234,BABY SHELL 300G,BABY & MOM
000018,DISCONTINUE,OTC
A14242,CREAMY CREAM SOUP 80G,BABY & MOM
A14243,CREAMY MUSHROOM SOUP 70G,BABY & MOM
A14244,CREAMY TOMATO SOUP 80G,BABY & MOM
A14245,CHICKEN BROTH 50G,BABY & MOM
A14246,FISH BROTH 50G,BABY & MOM
A14247,VEGGIE BROTH 50G,BABY & MOM
A14237,DISCONTINUE,BABY & MOM
A14249,RICE PUFF STRAWBERRY & ACAI BERRY 50G,BABY & MOM
A14250,RICE PUFF BLUEBERRY & PURPLE SWEET 50G,BABY & MOM
A14252,APPLE BITES 10G,OTC
A13722,~REFINED AVOCADO OIL 100ML,CONSIGNMENT DR HANISAH
A13735,DISCONTINUE,OTC
A13736,DISCONTINUED,PERSONAL CARE
A13737,STERIMAR STOP & PROTECT ALLERGY RESPONSE 20ML,OTC
B10570,ILIADIN DECONGESTANT NASAL DROPS 0.025% 10ML (CHILD 1-6Y),POISON
A13729,DISCONTINUED,OTC
B10572,CALCIGARD RETARD 20MG 10'S,POISON
A13745,YARRA CHOCOLATE MILK 200ML,FOOD & BEVERAGES
B10576,HOVID HOSOLVON DM ELIXIR 120ML,POISON
A13746,NU-PREP WANITA 50MG (PHYSTA EXTRAC TONGKAT ALI) 30'S,OTC
B10577,XETEC SYP 60ML,POISON
B10578,LIPANTHYL PENTA 145MG,POISON
B10579,NOOTROPIL 1200MG 20'S,POISON
A13748,SIMPLE MICELLAR WATER KIND TO SKIN 400ML,OTC
A13733,BERGAMOT NITRILE GLOVES (L) BLACK 100'S,OTC
A13739,REMDII COOLING SNOW CREAM 30G,OTC
A13741,DISCONTINUE,WOUND & SURGICAL
B10571,GLUCOPHAGE XR 1000MG STRIP 10'S,POISON
B10575,DUOPHARMA EZENOL 160MG STRIP 10'S,POISON
A13742,ACTIMOL 250MG/5ML 60ML SUSP ORANGE,OTC
A13756,46769 ALTERNA CONVEX BASEPLATE 60MM 5'S,WOUND & SURGICAL
B10581,CAFERGOT 20'S,POISON
A13758,SALONPAS RELIEF PAIN 5'S 7CM*10CM,OTC
A13759,AVAMOL SUSP 250MG/5ML 100ML,OTC
A13760,AVELAC/NOPHALAC SOLUTION 100ML,OTC
